weak,strong,grade,anchor,pragmatic,logical,alpha,sim_internal_logical,sim_internal_pragmatic,pref_internal,sim_steered_logical,sim_steered_pragmatic,pref_steered
match,exceed,A,The findings of the study will match the researchers' expectations.,The findings of the study will not exceed the researchers' expectations.,The findings of the study will exceed the researchers' expectations.,20.0,0.9991536736488342,0.9990817308425903,0,0.9935568571090698,0.9948679804801941,1
match,exceed,A,The selection process will match the criteria outlined.,The selection process will not exceed the criteria outlined.,The selection process will exceed the criteria outlined.,20.0,0.9992308616638184,0.9990504384040833,0,0.9971166253089905,0.9973876476287842,1
match,exceed,A,The class materials will match the syllabus provided.,The class materials will not exceed the syllabus provided.,The class materials will exceed the syllabus provided.,20.0,0.9989550113677979,0.9990189075469971,1,0.9959288835525513,0.9967969655990601,1
match,exceed,A,The athlete's training regime will match that of elite competitors.,The athlete's training regime will not exceed that of elite competitors.,The athlete's training regime will exceed that of elite competitors.,20.0,0.9993231892585754,0.9991944432258606,0,0.9942740201950073,0.9952725172042847,1
match,exceed,A,The new policy will match the company_ mission statement.,The new policy will not exceed the company_ mission statement.,The new policy will exceed the company_ mission statement.,20.0,0.9993425011634827,0.9991405010223389,0,0.9953815340995789,0.9962491393089294,1
match,exceed,A,The results will match the predictions made earlier.,The results will not exceed the predictions made earlier.,The results will exceed the predictions made earlier.,20.0,0.9985835552215576,0.9988143444061279,1,0.9961693286895752,0.9971636533737183,1
match,exceed,A,The rental price will match the market value of similar properties.,The rental price will not exceed the market value of similar properties.,The rental price will exceed the market value of similar properties.,20.0,0.9987242221832275,0.9991349577903748,1,0.9935557842254639,0.9948351979255676,1
match,exceed,A,The technological advancements will match the needs of consumers.,The technological advancements will not exceed the needs of consumers.,The technological advancements will exceed the needs of consumers.,20.0,0.9990723729133606,0.998853862285614,0,0.9959545135498047,0.9966902136802673,1
match,exceed,A,The exhibit's layout will match the expectations of visitors.,The exhibit's layout will not exceed the expectations of visitors.,The exhibit's layout will exceed the expectations of visitors.,20.0,0.9990112781524658,0.9987727999687195,0,0.9948064088821411,0.9959391355514526,1
match,exceed,A,The documentary's content will match historical facts.,The documentary's content will not exceed historical facts.,The documentary's content will exceed historical facts.,20.0,0.9995570182800293,0.9994556903839111,0,0.9974405765533447,0.997870683670044,1
match,exceed,A,The cake's flavor should match the customer's preferences.,The cake's flavor should not exceed the customer's preferences.,The cake's flavor should exceed the customer's preferences.,20.0,0.9990851879119873,0.9990358948707581,0,0.9947727918624878,0.9958246946334839,1
match,exceed,A,The project's timeline will match our initial estimate.,The project's timeline will not exceed our initial estimate.,The project's timeline will exceed our initial estimate.,20.0,0.999161958694458,0.9993056058883667,1,0.9962742924690247,0.99712073802948,1
match,exceed,A,The curriculum will match national educational standards.,The curriculum will not exceed national educational standards.,The curriculum will exceed national educational standards.,20.0,0.9995543956756592,0.9993896484375,0,0.9979126453399658,0.9984157085418701,1
match,exceed,A,The flavor of the coffee will match that of the finest roasts.,The flavor of the coffee will not exceed that of the finest roasts.,The flavor of the coffee will exceed that of the finest roasts.,20.0,0.998918890953064,0.9988024234771729,0,0.9898896217346191,0.9913931488990784,1
match,exceed,A,The athlete's achievements will match those of previous champions.,The athlete's achievements will not exceed those of previous champions.,The athlete's achievements will exceed those of previous champions.,20.0,0.9991826415061951,0.998996376991272,0,0.9951867461204529,0.9962621927261353,1
match,exceed,A,The quality of the fabric should match the price point.,The quality of the fabric should not exceed the price point.,The quality of the fabric should exceed the price point.,20.0,0.9994831085205078,0.9992098212242126,0,0.9954253435134888,0.9961345195770264,1
match,exceed,A,The service provided will match the client's needs.,The service provided will not exceed the client's needs.,The service provided will exceed the client's needs.,20.0,0.9988183379173279,0.9987496137619019,0,0.9956163167953491,0.9964171648025513,1
match,exceed,A,The team hopes their performance will match last year's record.,The team does not hope their performance will exceed last year's record.,The team hopes their performance will exceed last year's record.,20.0,0.9995359778404236,0.9977657794952393,0,0.994475781917572,0.9948912858963013,1
match,exceed,A,Her skills in painting match those of the best artists.,Her skills in painting do not exceed those of the best artists.,Her skills in painting exceed those of the best artists.,20.0,0.9991006851196289,0.9985015988349915,0,0.9951821565628052,0.99635249376297,1
match,exceed,A,The new car's performance matches that of its competitors.,The new car's performance does not exceed that of its competitors.,The new car's performance exceeds that of its competitors.,20.0,0.9993433952331543,0.998827338218689,0,0.9953471422195435,0.996963381767273,1
match,exceed,A,They believe the results will match their expectations.,They do not believe the results will exceed their expectations.,They believe the results will exceed their expectations.,20.0,0.9994964599609375,0.9987021684646606,0,0.9970704317092896,0.997901201248169,1
match,exceed,A,Her achievements match those of her peers in the industry.,Her achievements do not exceed those of her peers in the industry.,Her achievements exceed those of her peers in the industry.,20.0,0.9988226294517517,0.9980141520500183,0,0.9946653842926025,0.9959478378295898,1
match,exceed,A,The dessert they prepared matches the flavors of the original recipe.,The dessert they prepared does not exceed the flavors of the original recipe.,The dessert they prepared exceeds the flavors of the original recipe.,20.0,0.998665452003479,0.9982521533966064,0,0.9933232069015503,0.9950536489486694,1
match,exceed,A,His performance in the exam matches his previous scores.,His performance in the exam does not exceed his previous scores.,His performance in the exam exceeds his previous scores.,20.0,0.999503493309021,0.9991235733032227,0,0.9964563846588135,0.9975420832633972,1
match,exceed,A,The quality of the fabric matches that of the designer brands.,The quality of the fabric does not exceed that of the designer brands.,The quality of the fabric exceeds that of the designer brands.,20.0,0.9990755915641785,0.9986625909805298,0,0.9938013553619385,0.9955152273178101,1
match,exceed,A,The monthly sales figures match the projections made last quarter.,The monthly sales figures do not exceed the projections made last quarter.,The monthly sales figures exceed the projections made last quarter.,20.0,0.9991950988769531,0.998719334602356,0,0.9952324032783508,0.9964909553527832,1
match,exceed,A,Her dedication to the project matches her previous efforts.,Her dedication to the project does not exceed her previous efforts.,Her dedication to the project exceeds her previous efforts.,20.0,0.9993107318878174,0.9990017414093018,0,0.996411919593811,0.9975656270980835,1
match,exceed,A,The new software matches the functionality of the older version.,The new software does not exceed the functionality of the older version.,The new software exceeds the functionality of the older version.,20.0,0.998542070388794,0.9980098009109497,0,0.9942160844802856,0.9957700371742249,1
match,exceed,A,The athlete's performance matches the required standards.,The athlete's performance does not exceed the required standards.,The athlete's performance exceeds the required standards.,20.0,0.9995368719100952,0.9990967512130737,0,0.9973248839378357,0.9982573986053467,1
match,exceed,A,The design of the building matches the modern aesthetic.,The design of the building does not exceed the modern aesthetic.,The design of the building exceeds the modern aesthetic.,20.0,0.9993020296096802,0.9988828897476196,0,0.9962682723999023,0.9974863529205322,1
match,exceed,A,The presentation's content matches the audience's interests.,The presentation's content does not exceed the audience's interests.,The presentation's content exceeds the audience's interests.,20.0,0.9991084337234497,0.998772382736206,0,0.9960966110229492,0.9969188570976257,1
match,exceed,A,The quality of service at the restaurant matches the reviews.,The quality of service at the restaurant does not exceed the reviews.,The quality of service at the restaurant exceeds the reviews.,20.0,0.9996345043182373,0.9992139339447021,0,0.9958357810974121,0.9970247745513916,1
match,exceed,A,The craftsmanship of the watch matches the expectations of collectors.,The craftsmanship of the watch does not exceed the expectations of collectors.,The craftsmanship of the watch exceeds the expectations of collectors.,20.0,0.9993515610694885,0.9989458918571472,0,0.9954123497009277,0.9969273805618286,1
match,exceed,A,Their efforts in the campaign match the goals set by the organization.,Their efforts in the campaign do not exceed the goals set by the organization.,Their efforts in the campaign exceed the goals set by the organization.,20.0,0.9987034797668457,0.9983011484146118,0,0.9916901588439941,0.9937707185745239,1
match,exceed,A,The performance of the computer matches industry standards.,The performance of the computer does not exceed industry standards.,The performance of the computer exceeds industry standards.,20.0,0.9996945858001709,0.9992133378982544,0,0.9975016117095947,0.9982962608337402,1
match,exceed,A,The book's narrative matches the themes of classic literature.,The book's narrative does not exceed the themes of classic literature.,The book's narrative exceeds the themes of classic literature.,20.0,0.9987831115722656,0.9984943866729736,0,0.995137631893158,0.9962890148162842,1
match,exceed,A,The team's performance this season will match last year's record.,The team's performance this season will not exceed last year's record.,The team's performance this season will exceed last year's record.,20.0,0.9991612434387207,0.9992231130599976,1,0.9921754598617554,0.9937415719032288,1
match,exceed,A,The cake's flavor perfectly matches my expectations.,The cake's flavor does not exceed my expectations.,The cake's flavor exceeds my expectations.,20.0,0.9993804097175598,0.9990241527557373,0,0.9969326257705688,0.9980506300926208,1
match,exceed,A,Her efforts in the project will match the requirements set by the supervisor.,Her efforts in the project will not exceed the requirements set by the supervisor.,Her efforts in the project will exceed the requirements set by the supervisor.,20.0,0.9990403652191162,0.998816967010498,0,0.9902360439300537,0.9913554191589355,1
match,exceed,A,The new policy will match the needs of the community.,The new policy will not exceed the needs of the community.,The new policy will exceed the needs of the community.,20.0,0.9987474679946899,0.9986351132392883,0,0.9944692254066467,0.9956752061843872,1
match,exceed,A,His explanation of the concept matches my understanding.,His explanation of the concept does not exceed my understanding.,His explanation of the concept exceeds my understanding.,20.0,0.9992229342460632,0.9989789724349976,0,0.9968432188034058,0.9978370666503906,1
match,exceed,A,The movie's ending matches my prediction perfectly.,The movie's ending does not exceed my prediction perfectly.,The movie's ending exceeds my prediction perfectly.,20.0,0.9995025396347046,0.9989476203918457,0,0.9973230361938477,0.9982999563217163,1
match,exceed,A,The athlete's performance matches everyone_ high expectations.,The athlete's performance does not exceed everyone_ high expectations.,The athlete's performance exceeds everyone_ high expectations.,20.0,0.9995462894439697,0.9991163015365601,0,0.9964194297790527,0.997941255569458,1
match,exceed,A,The meeting's agenda matches what we discussed last week.,The meeting's agenda does not exceed what we discussed last week.,The meeting's agenda exceeds what we discussed last week.,20.0,0.9989601969718933,0.9989266395568848,0,0.9951886534690857,0.9965394735336304,1
match,exceed,A,Her artwork matches the theme of the exhibition beautifully.,Her artwork does not exceed the theme of the exhibition beautifully.,Her artwork exceeds the theme of the exhibition beautifully.,20.0,0.9986060857772827,0.9980206489562988,0,0.9957805871963501,0.996599555015564,1
match,exceed,A,The service at the restaurant matches the quality of the food.,The service at the restaurant does not exceed the quality of the food.,The service at the restaurant exceeds the quality of the food.,20.0,0.998892605304718,0.9985215663909912,0,0.9936829805374146,0.9953668117523193,1
match,exceed,A,The dress code for the event matches the formality of the occasion.,The dress code for the event does not exceed the formality of the occasion.,The dress code for the event exceeds the formality of the occasion.,20.0,0.9983680248260498,0.9981182813644409,0,0.9895926117897034,0.9916367530822754,1
match,exceed,A,Their commitment to sustainability matches the company's values.,Their commitment to sustainability does not exceed the company's values.,Their commitment to sustainability exceeds the company's values.,20.0,0.9990847706794739,0.9985851049423218,0,0.9962478876113892,0.9971293210983276,1
match,exceed,A,The book's storyline matches my taste in fiction.,The book's storyline does not exceed my taste in fiction.,The book's storyline exceeds my taste in fiction.,20.0,0.9992440938949585,0.9988940954208374,0,0.9965136647224426,0.9976356029510498,1
match,exceed,A,The software's capabilities match the user_ requirements.,The software's capabilities do not exceed the user_ requirements.,The software's capabilities exceed the user_ requirements.,20.0,0.9994580745697021,0.9990460872650146,0,0.9965783357620239,0.9975345730781555,1
match,exceed,A,The training program matches the skill levels of the participants.,The training program does not exceed the skill levels of the participants.,The training program exceeds the skill levels of the participants.,20.0,0.9984214305877686,0.9978756308555603,0,0.99433434009552,0.9955497980117798,1
match,exceed,A,The lecture matches the syllabus outlined at the beginning of the semester.,The lecture does not exceed the syllabus outlined at the beginning of the semester.,The lecture exceeds the syllabus outlined at the beginning of the semester.,20.0,0.9980257153511047,0.9978020787239075,0,0.9895873069763184,0.9915060997009277,1
match,exceed,A,The sound quality of the speakers matches the price I paid for them.,The sound quality of the speakers does not exceed the price I paid for them.,The sound quality of the speakers exceeds the price I paid for them.,20.0,0.9992214441299438,0.9988270998001099,0,0.9904887676239014,0.9928057789802551,1
match,exceed,A,The puzzle's difficulty matches my problem-solving skills.,The puzzle's difficulty does not exceed my problem-solving skills.,The puzzle's difficulty exceeds my problem-solving skills.,20.0,0.9992237091064453,0.9990640878677368,0,0.9962921142578125,0.9973814487457275,1
match,exceed,A,Her skills perfectly match the requirements of the job.,Her skills do not exceed the requirements of the job.,Her skills exceed the requirements of the job.,20.0,0.9985299110412598,0.9980919361114502,0,0.9952687621116638,0.9963697195053101,1
match,exceed,A,The team's performance matched our expectations this quarter.,The team's performance did not exceed our expectations this quarter.,The team's performance exceeded our expectations this quarter.,20.0,0.9992495775222778,0.9989655017852783,0,0.9960261583328247,0.9977742433547974,1
match,exceed,A,The painting truly matches the ambiance of the room.,The painting does not exceed the ambiance of the room.,The painting exceeds the ambiance of the room.,20.0,0.9983776807785034,0.998055636882782,0,0.995137095451355,0.9961978197097778,1
match,exceed,A,The results of the experiment match the initial hypothesis.,The results of the experiment do not exceed the initial hypothesis.,The results of the experiment exceed the initial hypothesis.,20.0,0.9992474317550659,0.9989364147186279,0,0.9961185455322266,0.9973366260528564,1
match,exceed,A,The temperature outside matches the forecasted values.,The temperature outside does not exceed the forecasted values.,The temperature outside exceeds the forecasted values.,20.0,0.9989840388298035,0.9986513257026672,0,0.9967129230499268,0.9976000785827637,1
may,have to,A,They may join the team for the tournament.,They don't have to join the team for the tournament.,They have to join the team for the tournament.,20.0,0.9984776973724365,0.9977134466171265,0,0.9960086345672607,0.996938943862915,1
may,have to,A,He may find a solution to the problem.,He doesn't have to find a solution to the problem.,He has to find a solution to the problem.,20.0,0.9985190629959106,0.9976762533187866,0,0.9957612752914429,0.9968340992927551,1
may,have to,A,You may need to take the bus today.,You don't have to take the bus today.,You have to take the bus today.,20.0,0.9987846612930298,0.9979990720748901,0,0.9955843687057495,0.9961166381835938,1
may,have to,A,They may choose a movie for tonight.,They don't have to choose a movie for tonight.,They have to choose a movie for tonight.,20.0,0.9987762570381165,0.9981112480163574,0,0.9969432353973389,0.9977560043334961,1
may,have to,A,We may visit the museum on Saturday.,We don't have to visit the museum on Saturday.,We have to visit the museum on Saturday.,20.0,0.9987770915031433,0.9977573752403259,0,0.9971334934234619,0.9974271059036255,1
may,have to,A,He may write a book someday.,He doesn't have to write a book someday.,He has to write a book someday.,20.0,0.9987359046936035,0.9980658292770386,0,0.9973540902137756,0.9979957342147827,1
may,have to,A,You may try the new restaurant downtown.,You don't have to try the new restaurant downtown.,You have to try the new restaurant downtown.,20.0,0.9987145662307739,0.9980207681655884,0,0.9966977834701538,0.9974827766418457,1
may,have to,A,They may go hiking this weekend.,They don't have to go hiking this weekend.,They have to go hiking this weekend.,20.0,0.9988396763801575,0.9982014894485474,0,0.9975523948669434,0.9981846809387207,1
may,have to,A,We may attend the wedding ceremony.,We don't have to attend the wedding ceremony.,We have to attend the wedding ceremony.,20.0,0.9990247488021851,0.9983263611793518,0,0.9977437257766724,0.9981547594070435,1
may,have to,A,He may participate in the workshop.,He doesn't have to participate in the workshop.,He has to participate in the workshop.,20.0,0.9991105794906616,0.9982187747955322,0,0.9978141784667969,0.998078465461731,1
may,have to,A,You may finish the project by Friday.,You don't have to finish the project by Friday.,You have to finish the project by Friday.,20.0,0.9987882375717163,0.9978575706481934,0,0.9969013929367065,0.9972169995307922,1
may,have to,A,They may clean the house before guests arrive.,They don't have to clean the house before guests arrive.,They have to clean the house before guests arrive.,20.0,0.9985214471817017,0.9978218674659729,0,0.996178150177002,0.9972692728042603,1
may,have to,A,She may help him with his homework.,She doesn't have to help him with his homework.,She has to help him with his homework.,20.0,0.9987781047821045,0.9979763031005859,0,0.9969127774238586,0.9976047277450562,1
may,have to,A,We may play soccer after school.,We don't have to play soccer after school.,We have to play soccer after school.,20.0,0.9991194605827332,0.9984416961669922,0,0.9978702664375305,0.9982495307922363,1
may,have to,A,He may attend the lecture tomorrow.,He doesn't have to attend the lecture tomorrow.,He has to attend the lecture tomorrow.,20.0,0.999152660369873,0.9984205365180969,0,0.9979043006896973,0.9983412027359009,1
may,have to,A,You may read that book this weekend.,You don't have to read that book this weekend.,You have to read that book this weekend.,20.0,0.9984077215194702,0.9978946447372437,0,0.9962520599365234,0.9972635507583618,1
may,have to,A,They may take part in the discussion.,They don't have to take part in the discussion.,They have to take part in the discussion.,20.0,0.9986949563026428,0.9978690147399902,0,0.9969159364700317,0.9974576234817505,1
may,have to,A,She may send the email today.,She doesn't have to send the email today.,She has to send the email today.,20.0,0.9988556504249573,0.9981822967529297,0,0.9974617958068848,0.9980124235153198,1
may,have to,A,We may cook dinner together tonight.,We don't have to cook dinner together tonight.,We have to cook dinner together tonight.,20.0,0.9988813400268555,0.9981889724731445,0,0.9976292848587036,0.9980448484420776,1
may,have to,A,He may exercise in the morning.,He doesn't have to exercise in the morning.,He has to exercise in the morning.,20.0,0.9990373849868774,0.9980292320251465,0,0.9977810382843018,0.9979919195175171,1
may,have to,A,You may call your friend later.,You don't have to call your friend later.,You have to call your friend later.,20.0,0.9990075826644897,0.9983958005905151,0,0.9977383613586426,0.9980849027633667,1
may,have to,A,They may plan a trip for next year.,They don't have to plan a trip for next year.,They have to plan a trip for next year.,20.0,0.9984347224235535,0.9976890087127686,0,0.9957294464111328,0.9969974756240845,1
may,have to,A,She may move to a new city soon.,She doesn't have to move to a new city soon.,She has to move to a new city soon.,20.0,0.9983714818954468,0.9975518584251404,0,0.9956488013267517,0.9967743158340454,1
may,have to,A,They may choose a gift for her birthday.,They don't have to choose a gift for her birthday.,They have to choose a gift for her birthday.,20.0,0.9985623359680176,0.9980015754699707,0,0.9960431456565857,0.9971776604652405,1
may,have to,A,She may finish the report by tomorrow.,She doesn't have to finish the report by tomorrow.,She has to finish the report by tomorrow.,20.0,0.9986672401428223,0.9980158805847168,0,0.9967560768127441,0.9976340532302856,1
may,have to,A,We may have a picnic if the weather is nice.,We don't have to have a picnic if the weather is nice.,We have to have a picnic if the weather is nice.,20.0,0.9982501268386841,0.9972490668296814,0,0.9938654899597168,0.9951276779174805,1
may,have to,A,He may fix the car himself.,He doesn't have to fix the car himself.,He has to fix the car himself.,20.0,0.9988446235656738,0.998084306716919,0,0.9975887537002563,0.9980677366256714,1
may,have to,A,You may try out for the play this year.,You don't have to try out for the play this year.,You have to try out for the play this year.,20.0,0.9979280829429626,0.9971482753753662,0,0.9943302869796753,0.9956702589988708,1
may,have to,A,She may apply for the scholarship.,She doesn't have to apply for the scholarship.,She has to apply for the scholarship.,20.0,0.9991835355758667,0.9982852935791016,0,0.9979629516601562,0.9981551170349121,1
may,have to,A,We may start a new project soon.,We don't have to start a new project soon.,We have to start a new project soon.,20.0,0.9985318183898926,0.9975991249084473,0,0.996579110622406,0.9970049858093262,1
may,have to,A,He may nourish his plants more often.,He doesn't have to nourish his plants more often.,He has to nourish his plants more often.,20.0,0.9983822703361511,0.997527003288269,0,0.9958728551864624,0.9967974424362183,1
may,have to,A,You may explore your options carefully.,You don't have to explore your options carefully.,You have to explore your options carefully.,20.0,0.9987412691116333,0.9980322122573853,0,0.9974067211151123,0.9977141618728638,1
may,have to,A,They may consider the feedback given.,They don't have to consider the feedback given.,They have to consider the feedback given.,20.0,0.9991077184677124,0.998289942741394,0,0.997855007648468,0.9979848861694336,1
may,have to,A,She may read the article before the meeting.,She doesn't have to read the article before the meeting.,She has to read the article before the meeting.,20.0,0.9988281726837158,0.9980758428573608,0,0.9964061975479126,0.9972738027572632,1
may,have to,A,We may sign up for the class together.,We don't have to sign up for the class together.,We have to sign up for the class together.,20.0,0.9983947277069092,0.9975966215133667,0,0.9960041046142578,0.9968708753585815,1
may,have to,A,He may take a vacation this summer.,He doesn't have to take a vacation this summer.,He has to take a vacation this summer.,20.0,0.9985158443450928,0.9978369474411011,0,0.9965800046920776,0.9974430203437805,1
may,have to,A,You may finish this puzzle by tonight.,You don't have to finish this puzzle by tonight.,You have to finish this puzzle by tonight.,20.0,0.9987875819206238,0.9979597926139832,0,0.9968681335449219,0.9973713159561157,1
may,have to,A,They may invest in new technology.,They don't have to invest in new technology.,They have to invest in new technology.,20.0,0.998931884765625,0.9980376362800598,0,0.9977315664291382,0.997943103313446,1
may,have to,A,She may organize the files by next week.,She doesn't have to organize the files by next week.,She has to organize the files by next week.,20.0,0.998428225517273,0.9977915287017822,0,0.9959263801574707,0.9973284602165222,1
may,have to,A,We may participate in the charity event.,We don't have to participate in the charity event.,We have to participate in the charity event.,20.0,0.9982588291168213,0.9972225427627563,0,0.996569037437439,0.9967429637908936,1
may,have to,A,He may teach a class next semester.,He doesn't have to teach a class next semester.,He has to teach a class next semester.,20.0,0.9984904527664185,0.9978147745132446,0,0.9965595602989197,0.9974067807197571,1
may,have to,A,You may try the new dessert at the cafe.,You don't have to try the new dessert at the cafe.,You have to try the new dessert at the cafe.,20.0,0.9982876181602478,0.9975636601448059,0,0.9946851134300232,0.9959665536880493,1
may,have to,A,They may attend the festival this year.,They don't have to attend the festival this year.,They have to attend the festival this year.,20.0,0.9988070130348206,0.9980825185775757,0,0.9969828128814697,0.9977376461029053,1
may,have to,A,She may plan a surprise party.,She doesn't have to plan a surprise party.,She has to plan a surprise party.,20.0,0.9988840818405151,0.9982482194900513,0,0.9974863529205322,0.9981773495674133,1
may,have to,A,We may learn something new at the seminar.,We don't have to learn something new at the seminar.,We have to learn something new at the seminar.,20.0,0.998119056224823,0.9974457025527954,0,0.9953804612159729,0.9963865876197815,1
may,have to,A,You may finish your chores before dinner.,You don't have to finish your chores before dinner.,You have to finish your chores before dinner.,20.0,0.9987841844558716,0.9982130527496338,0,0.9970309138298035,0.9976319074630737,1
may,have to,A,They may take a road trip this summer.,They don't have to take a road trip this summer.,They have to take a road trip this summer.,20.0,0.9981907606124878,0.997708261013031,0,0.9955734014511108,0.9970653057098389,1
may,have to,A,She may look for a new job soon.,She doesn't have to look for a new job soon.,She has to look for a new job soon.,20.0,0.9981899261474609,0.9973011016845703,0,0.9955501556396484,0.9965031147003174,1
may,have to,A,We may discuss the proposal in the meeting.,We don't have to discuss the proposal in the meeting.,We have to discuss the proposal in the meeting.,20.0,0.9984793663024902,0.9976851940155029,0,0.9959349036216736,0.9966583251953125,1
may,have to,A,She may engage in community service regularly.,She doesn't have to engage in community service regularly.,She has to engage in community service regularly.,20.0,0.9987866878509521,0.9979187846183777,0,0.9969754219055176,0.9977103471755981,1
may,have to,A,We may take the scenic route on our trip.,We don't have to take the scenic route on our trip.,We have to take the scenic route on our trip.,20.0,0.9980483055114746,0.9975169897079468,0,0.9946229457855225,0.9960097074508667,1
may,have to,A,He may attend the training session tomorrow.,He doesn't have to attend the training session tomorrow.,He has to attend the training session tomorrow.,20.0,0.9989787936210632,0.9981926679611206,0,0.9971631765365601,0.9978839159011841,1
may,have to,A,You may join us for lunch later.,You don't have to join us for lunch later.,You have to join us for lunch later.,20.0,0.9986134171485901,0.9980732202529907,0,0.9966806173324585,0.997604250907898,1
may,have to,A,They may learn to play an instrument.,They don't have to learn to play an instrument.,They have to learn to play an instrument.,20.0,0.9986494183540344,0.9979630708694458,0,0.996806263923645,0.9975403547286987,1
may,have to,A,She may write a letter to her friend.,She doesn't have to write a letter to her friend.,She has to write a letter to her friend.,20.0,0.9982544183731079,0.9978806376457214,0,0.9955589771270752,0.9972916841506958,1
may,have to,A,We may help out at the community center.,We don't have to help out at the community center.,We have to help out at the community center.,20.0,0.9985390305519104,0.9979177713394165,0,0.9961405992507935,0.9972410202026367,1
may,have to,A,He may pick up groceries on the way home.,He doesn't have to pick up groceries on the way home.,He has to pick up groceries on the way home.,20.0,0.998511552810669,0.9978342652320862,0,0.9952163696289062,0.9968275427818298,1
may,have to,A,You may call your parents this weekend.,You don't have to call your parents this weekend.,You have to call your parents this weekend.,20.0,0.9988381862640381,0.9981727004051208,0,0.9970569610595703,0.9976745843887329,1
may,have to,A,They may host a get-together next month.,They don't have to host a get-together next month.,They have to host a get-together next month.,20.0,0.9980193376541138,0.9975229501724243,0,0.9944342374801636,0.9963780641555786,1
may,have to,A,She may organize a fundraiser for the charity.,She doesn't have to organize a fundraiser for the charity.,She has to organize a fundraiser for the charity.,20.0,0.9984631538391113,0.9978833198547363,0,0.9958439469337463,0.997384250164032,1
may,have to,A,We may enjoy the concert in the park.,We don't have to enjoy the concert in the park.,We have to enjoy the concert in the park.,20.0,0.9986693263053894,0.9981223344802856,0,0.9962691068649292,0.9974154233932495,1
may,have to,A,He may study for his exam tonight.,He doesn't have to study for his exam tonight.,He has to study for his exam tonight.,20.0,0.9987841844558716,0.9979344606399536,0,0.9969662427902222,0.9975351095199585,1
may,have to,A,You may check the mail when you get home.,You don't have to check the mail when you get home.,You have to check the mail when you get home.,20.0,0.9984321594238281,0.9972701072692871,0,0.9950883388519287,0.9955992698669434,1
may,have to,A,They may prepare a presentation for the meeting.,They don't have to prepare a presentation for the meeting.,They have to prepare a presentation for the meeting.,20.0,0.9983566403388977,0.9975414276123047,0,0.9958447217941284,0.9970684051513672,1
may,have to,A,She may shop for groceries later today.,She doesn't have to shop for groceries later today.,She has to shop for groceries later today.,20.0,0.9988288879394531,0.9979913234710693,0,0.9970555901527405,0.997650146484375,1
may,have to,A,We may take some family photos this weekend.,We don't have to take some family photos this weekend.,We have to take some family photos this weekend.,20.0,0.9984213709831238,0.997721791267395,0,0.9960181713104248,0.9967559576034546,1
may,have to,A,He may visit his grandparents this week.,He doesn't have to visit his grandparents this week.,He has to visit his grandparents this week.,20.0,0.9988188743591309,0.9980125427246094,0,0.9969192147254944,0.9977598190307617,1
may,have to,A,You may plan a surprise for her.,You don't have to plan a surprise for her.,You have to plan a surprise for her.,20.0,0.9988120794296265,0.9979969263076782,0,0.9969246983528137,0.9975619316101074,1
may,have to,A,They may decide to go on vacation this summer.,They don't have to decide to go on vacation this summer.,They have to decide to go on vacation this summer.,20.0,0.9984761476516724,0.9976769685745239,0,0.9949538111686707,0.9960610866546631,1
may,have to,A,He may finish the project by Friday.,He doesn't have to finish the project by Friday.,He has to finish the project by Friday.,20.0,0.9987655878067017,0.9980949759483337,0,0.9968245029449463,0.9977027773857117,1
may,have to,A,I may join the gym next month.,I don't have to join the gym next month.,I have to join the gym next month.,20.0,0.9987338781356812,0.997921347618103,0,0.9968597888946533,0.9974635243415833,1
may,have to,A,We may watch a movie later tonight.,We don't have to watch a movie later tonight.,We have to watch a movie later tonight.,20.0,0.9987841844558716,0.9980946779251099,0,0.9969272613525391,0.9976611137390137,1
may,have to,A,You may take the bus to work tomorrow.,You don't have to take the bus to work tomorrow.,You have to take the bus to work tomorrow.,20.0,0.9984861612319946,0.9977053999900818,0,0.9961076378822327,0.9968904256820679,1
may,have to,A,She may bake a cake for the party.,She doesn't have to bake a cake for the party.,She has to bake a cake for the party.,20.0,0.998285174369812,0.997922420501709,0,0.9957516193389893,0.9974969625473022,1
may,have to,A,He may call his parents tonight.,He doesn't have to call his parents tonight.,He has to call his parents tonight.,20.0,0.9988649487495422,0.9982627630233765,0,0.9974949359893799,0.9980942010879517,1
may,have to,A,They may explore the city on their day off.,They don't have to explore the city on their day off.,They have to explore the city on their day off.,20.0,0.9981909990310669,0.9978392720222473,0,0.9948782920837402,0.9968713521957397,1
may,have to,A,I may read the book over the weekend.,I don't have to read the book over the weekend.,I have to read the book over the weekend.,20.0,0.9986235499382019,0.9975653886795044,0,0.9959829449653625,0.9966611862182617,1
may,have to,A,We may see a doctor about the issue.,We don't have to see a doctor about the issue.,We have to see a doctor about the issue.,20.0,0.9986082315444946,0.9978786706924438,0,0.9959940910339355,0.9967737197875977,1
may,have to,A,You may send the email later today.,You don't have to send the email later today.,You have to send the email later today.,20.0,0.9987951517105103,0.9981241226196289,0,0.997001051902771,0.9977067112922668,1
may,have to,A,She may take a break after the meeting.,She doesn't have to take a break after the meeting.,She has to take a break after the meeting.,20.0,0.9984188675880432,0.9975510835647583,0,0.9958627223968506,0.99671471118927,1
may,have to,A,He may join us for dinner.,He doesn't have to join us for dinner.,He has to join us for dinner.,20.0,0.9990246891975403,0.9981657266616821,0,0.9977959394454956,0.9980897903442383,1
