weak,strong,grade,anchor,pragmatic,logical
double,triple,B,The report outlined double the risks associated with the project.,The report did not outline triple the risks associated with the project.,The report outlined triple the risks associated with the project.
double,triple,B,She conducted double the interviews for the position.,She did not conduct triple the interviews for the position.,She conducted triple the interviews for the position.
double,triple,B,We received double the feedback from the participants.,We did not receive triple the feedback from the participants.,We received triple the feedback from the participants.
double,triple,B,The kids played double the games during the picnic.,The kids did not play triple the games during the picnic.,The kids played triple the games during the picnic.
double,triple,B,The singer's album sold double the copies in the first week.,The singer's album did not sell triple the copies in the first week.,The singer's album sold triple the copies in the first week.
double,triple,B,He organized double the events for the charity.,He did not organize triple the events for the charity.,He organized triple the events for the charity.
double,triple,B,The athlete trained double the hours to prepare for the tournament.,The athlete did not train triple the hours to prepare for the tournament.,The athlete trained triple the hours to prepare for the tournament.
double,triple,B,She received double the applause for her performance.,She did not receive triple the applause for her performance.,She received triple the applause for her performance.
double,triple,B,The scientists gathered double the data for their research.,The scientists did not gather triple the data for their research.,The scientists gathered triple the data for their research.
double,triple,B,They established double the connections during the networking event.,They did not establish triple the connections during the networking event.,They established triple the connections during the networking event.
double,triple,B,The movie earned double the box office revenue this weekend.,The movie did not earn triple the box office revenue this weekend.,The movie earned triple the box office revenue this weekend.
double,triple,B,The festival showcased double the number of artists this year.,The festival did not showcase triple the number of artists this year.,The festival showcased triple the number of artists this year.
double,triple,B,She achieved double the results with her new strategy.,She did not achieve triple the results with her new strategy.,She achieved triple the results with her new strategy.
double,triple,B,He bought double the quantity of ingredients for the recipe.,He did not buy triple the quantity of ingredients for the recipe.,He bought triple the quantity of ingredients for the recipe.
double,triple,B,They received double the amount of support from their friends.,They did not receive triple the amount of support from their friends.,They received triple the amount of support from their friends.
double,triple,B,She faced double the challenges while working on the project.,She did not face triple the challenges while working on the project.,She faced triple the challenges while working on the project.
double,triple,B,I ordered a double espresso to help me stay awake.,I did not order a triple espresso to help me stay awake.,I ordered a triple espresso to help me stay awake.
double,triple,B,She earned a double bonus for her hard work this year.,She did not earn a triple bonus for her hard work this year.,She earned a triple bonus for her hard work this year.
double,triple,B,The team received a double dose of training before the tournament.,The team did not receive a triple dose of training before the tournament.,The team received a triple dose of training before the tournament.
double,triple,B,He achieved a double victory in the last two competitions.,He did not achieve a triple victory in the last two competitions.,He achieved a triple victory in the last two competitions.
double,triple,B,We need a double effort to finish the project on time.,We do not need a triple effort to finish the project on time.,We need a triple effort to finish the project on time.
double,triple,B,The recipe calls for a double layer of frosting on the cake.,The recipe does not call for a triple layer of frosting on the cake.,The recipe calls for a triple layer of frosting on the cake.
double,triple,B,He invested in a double portion of stocks this year.,He did not invest in a triple portion of stocks this year.,He invested in a triple portion of stocks this year.
double,triple,B,They planned for a double feature at the film festival.,They did not plan for a triple feature at the film festival.,They planned for a triple feature at the film festival.
double,triple,B,The athlete achieved a double jump in the competition.,The athlete did not achieve a triple jump in the competition.,The athlete achieved a triple jump in the competition.
double,triple,B,I received a double portion of food at the event.,I did not receive a triple portion of food at the event.,I received a triple portion of food at the event.
double,triple,B,Our team scored a double goal in the final match.,Our team did not score a triple goal in the final match.,Our team scored a triple goal in the final match.
double,triple,B,The fundraiser raised a double amount compared to last year.,The fundraiser did not raise a triple amount compared to last year.,The fundraiser raised a triple amount compared to last year.
double,triple,B,I completed a double shift at work yesterday.,I did not complete a triple shift at work yesterday.,I completed a triple shift at work yesterday.
double,triple,B,His double appearance on the show was a big hit.,His triple appearance on the show was not a big hit.,His triple appearance on the show was a big hit.
double,triple,B,She bought a double ticket for the concert.,She did not buy a triple ticket for the concert.,She bought a triple ticket for the concert.
double,triple,B,The recipe requires a double amount of sugar for sweetness.,The recipe does not require a triple amount of sugar for sweetness.,The recipe requires a triple amount of sugar for sweetness.
double,triple,B,He celebrated his double anniversary with a party.,He did not celebrate his triple anniversary with a party.,He celebrated his triple anniversary with a party.
double,triple,B,The workout included a double set of exercises.,The workout did not include a triple set of exercises.,The workout included a triple set of exercises.
double,triple,B,She made a double bet on the horse race.,She did not make a triple bet on the horse race.,She made a triple bet on the horse race.
double,triple,B,He took a double helping of dessert after dinner.,He did not take a triple helping of dessert after dinner.,He took a triple helping of dessert after dinner.
double,triple,B,The recipe calls for double the amount of sugar for the cake.,The recipe does not call for triple the amount of sugar for the cake.,The recipe calls for triple the amount of sugar for the cake.
double,triple,B,He scored double the points in the game compared to last time.,He did not score triple the points in the game compared to last time.,He scored triple the points in the game compared to last time.
double,triple,B,The team achieved double the sales this quarter.,The team did not achieve triple the sales this quarter.,The team achieved triple the sales this quarter.
double,triple,B,She completed double the distance on her morning run.,She did not complete triple the distance on her morning run.,She completed triple the distance on her morning run.
double,triple,B,The book was sold at double the usual price.,The book was not sold at triple the usual price.,The book was sold at triple the usual price.
double,triple,B,They received double the number of applications this year.,They did not receive triple the number of applications this year.,They received triple the number of applications this year.
double,triple,B,Our garden produced double the amount of vegetables last season.,Our garden did not produce triple the amount of vegetables last season.,Our garden produced triple the amount of vegetables last season.
double,triple,B,The project required double the funding than initially expected.,The project did not require triple the funding than initially expected.,The project required triple the funding than initially expected.
double,triple,B,She drank double the volume of water during her workout.,She did not drink triple the volume of water during her workout.,She drank triple the volume of water during her workout.
equally,more,B,The two proposals are equally viable options for the project.,The two proposals are not more viable options for the project.,The two proposals are more viable options for the project.
equally,more,B,The children performed equally well in the competition.,The children did not perform more well in the competition.,The children performed more well in the competition.
equally,more,B,Her cooking skills are equally impressive compared to her peers.,Her cooking skills are not more impressive compared to her peers.,Her cooking skills are more impressive compared to her peers.
equally,more,B,The weather today is equally pleasant as it was last week.,The weather today is not more pleasant than it was last week.,The weather today is more pleasant than it was last week.
equally,more,B,The two teams performed equally in the championship game.,The two teams did not perform more in the championship game.,The two teams performed more in the championship game.
equally,more,B,This book is equally captivating as the last one I read.,This book is not more captivating than the last one I read.,This book is more captivating than the last one I read.
equally,more,B,The workout sessions are equally effective for building strength.,The workout sessions are not more effective for building strength.,The workout sessions are more effective for building strength.
equally,more,B,The two artists have equally unique styles.,The two artists do not have more unique styles.,The two artists have more unique styles.
equally,more,B,Her explanations are equally clear as his.,Her explanations are not more clear than his.,Her explanations are more clear than his.
equally,more,B,The two cars are equally efficient in fuel consumption.,The two cars are not more efficient in fuel consumption.,The two cars are more efficient in fuel consumption.
equally,more,B,This route is equally scenic as the other one.,This route is not more scenic than the other one.,This route is more scenic than the other one.
equally,more,B,The team members received equally high scores on their tests.,The team members did not receive more high scores on their tests.,The team members received more high scores on their tests.
equally,more,B,The fabric of this shirt is equally soft as the other shirt.,The fabric of this shirt is not more soft than the other shirt.,The fabric of this shirt is more soft than the other shirt.
equally,more,B,The dishes were equally enjoyed by all the guests.,The dishes were not more enjoyed by all the guests.,The dishes were more enjoyed by all the guests.
equally,more,B,His contributions were equally significant to the project.,His contributions were not more significant to the project.,His contributions were more significant to the project.
equally,more,B,The students are equally enthusiastic about the new curriculum.,The students are not more enthusiastic about the new curriculum.,The students are more enthusiastic about the new curriculum.
equally,more,B,Both coffee blends are equally rich in flavor.,Both coffee blends are not more rich in flavor.,Both coffee blends are more rich in flavor.
equally,more,B,The two solutions are equally effective in resolving the issue.,The two solutions are not more effective in resolving the issue.,The two solutions are more effective in resolving the issue.
equally,more,B,The two games are equally challenging and fun.,The two games are not more challenging and fun.,The two games are more challenging and fun.
equally,more,B,Their teamwork was equally impressive during the event.,Their teamwork was not more impressive during the event.,Their teamwork was more impressive during the event.
equally,more,B,The two presentations were equally informative.,The two presentations were not more informative.,The two presentations were more informative.
equally,more,B,His arguments are equally persuasive in the debate.,His arguments are not more persuasive in the debate.,His arguments are more persuasive in the debate.
equally,more,B,The view from the summit is equally breathtaking.,The view from the summit is not more breathtaking.,The view from the summit is more breathtaking.
equally,more,B,Her ideas are equally innovative compared to industry standards.,Her ideas are not more innovative compared to industry standards.,Her ideas are more innovative compared to industry standards.
equally,more,B,The results were equally satisfactory to all stakeholders.,The results were not more satisfactory to all stakeholders.,The results were more satisfactory to all stakeholders.
equally,more,B,The two brands offer equally good warranties.,The two brands do not offer more good warranties.,The two brands offer more good warranties.
equally,more,B,These two recipes are equally easy to follow.,These two recipes are not more easy to follow.,These two recipes are more easy to follow.
equally,more,B,The training programs are equally beneficial for employees.,The training programs are not more beneficial for employees.,The training programs are more beneficial for employees.
equally,more,B,The feedback from clients has been equally positive.,The feedback from clients has not been more positive.,The feedback from clients has been more positive.
equally,more,B,The two proposals were equally relevant to the discussion.,The two proposals were not more relevant to the discussion.,The two proposals were more relevant to the discussion.
equally,more,B,Her talent for music is equally recognized in the community.,Her talent for music is not more recognized in the community.,Her talent for music is more recognized in the community.
equally,more,B,Both paths are equally safe for hiking.,Both paths are not more safe for hiking.,Both paths are more safe for hiking.
equally,more,B,The two presentations were equally well-received by the audience.,The two presentations were not more well-received by the audience.,The two presentations were more well-received by the audience.
equally,more,B,The two novels are equally captivating in their storytelling.,The two novels are not more captivating in their storytelling.,The two novels are more captivating in their storytelling.
equally,more,B,The coffee shop offers equally delicious pastries.,The coffee shop does not offer more delicious pastries.,The coffee shop offers more delicious pastries.
equally,more,B,The documentary was equally enlightening as the book.,The documentary was not more enlightening than the book.,The documentary was more enlightening than the book.
equally,more,B,The two artists received equally high accolades for their work.,The two artists did not receive more high accolades for their work.,The two artists received more high accolades for their work.
equally,more,B,Both strategies yield equally positive results.,Both strategies do not yield more positive results.,Both strategies yield more positive results.
equally,more,B,The speakers were equally knowledgeable about the topic.,The speakers were not more knowledgeable about the topic.,The speakers were more knowledgeable about the topic.
equally,more,B,The two towns are equally charming to visitors.,The two towns are not more charming to visitors.,The two towns are more charming to visitors.
equally,more,B,These two workout routines are equally challenging.,These two workout routines are not more challenging.,These two workout routines are more challenging.
equally,more,B,The desserts at this bakery are equally exquisite.,The desserts at this bakery are not more exquisite.,The desserts at this bakery are more exquisite.
equally,more,B,The two smartphones are equally advanced in technology.,The two smartphones are not more advanced in technology.,The two smartphones are more advanced in technology.
equally,more,B,The lecture was equally informative for both students and teachers.,The lecture was not more informative for both students and teachers.,The lecture was more informative for both students and teachers.
equally,more,B,The holiday celebrations were equally enjoyable for the children.,The holiday celebrations were not more enjoyable for the children.,The holiday celebrations were more enjoyable for the children.
equally,more,B,Both paths are equally rewarding for hikers.,Both paths are not more rewarding for hikers.,Both paths are more rewarding for hikers.
equally,more,B,His insights were equally valuable during the meeting.,His insights were not more valuable during the meeting.,His insights were more valuable during the meeting.
equally,more,B,The two locations are equally convenient for the event.,The two locations are not more convenient for the event.,The two locations are more convenient for the event.
equally,more,B,Her dedication to the project is equally admirable.,Her dedication to the project is not more admirable.,Her dedication to the project is more admirable.
equally,more,B,Both cars offer equally good fuel efficiency.,Both cars do not offer more good fuel efficiency.,Both cars offer more good fuel efficiency.
equally,more,B,Their teamwork was equally impressive in the group project.,Their teamwork was not more impressive in the group project.,Their teamwork was more impressive in the group project.
equally,more,B,The two apps are equally useful for productivity.,The two apps are not more useful for productivity.,The two apps are more useful for productivity.
equally,more,B,The presentations were equally effective in communicating the ideas.,The presentations were not more effective in communicating the ideas.,The presentations were more effective in communicating the ideas.
equally,more,B,Both novels are equally engaging to read.,Both novels are not more engaging to read.,Both novels are more engaging to read.
equally,more,B,The two services are equally reliable for customers.,The two services are not more reliable for customers.,The two services are more reliable for customers.
equally,more,B,The two fabrics are equally durable for clothing.,The two fabrics are not more durable for clothing.,The two fabrics are more durable for clothing.
equally,more,B,Both products are equally effective for skincare.,Both products are not more effective for skincare.,Both products are more effective for skincare.
equally,more,B,The two systems are equally powerful in processing data.,The two systems are not more powerful in processing data.,The two systems are more powerful in processing data.
equally,more,B,The strategies implemented were equally effective in increasing sales.,The strategies implemented were not more effective in increasing sales.,The strategies implemented were more effective in increasing sales.
equally,more,B,The presentations were equally well-organized and clear.,The presentations were not more well-organized and clear.,The presentations were more well-organized and clear.
equally,more,B,The two schools have equally strong academic programs.,The two schools do not have more strong academic programs.,The two schools have more strong academic programs.
equally,more,B,The feedback was equally constructive for all participants.,The feedback was not more constructive for all participants.,The feedback was more constructive for all participants.
equally,more,B,The two exhibitions are equally fascinating to visit.,The two exhibitions are not more fascinating to visit.,The two exhibitions are more fascinating to visit.
equally,more,B,These two workouts are equally effective for losing weight.,These two workouts are not more effective for losing weight.,These two workouts are more effective for losing weight.
equally,more,B,The two cuisines are equally flavorful and diverse.,The two cuisines are not more flavorful and diverse.,The two cuisines are more flavorful and diverse.
equally,more,B,The two artists have equally meaningful messages in their work.,The two artists do not have more meaningful messages in their work.,The two artists have more meaningful messages in their work.
equally,more,B,The desserts were equally sweet and satisfying.,The desserts were not more sweet and satisfying.,The desserts were more sweet and satisfying.
equally,more,B,The students performed equally well on the exam.,The students did not perform more well on the exam.,The students performed more well on the exam.
equally,more,B,The two teams played equally in the tournament.,The two teams did not play more in the tournament.,The two teams played more in the tournament.
equally,more,B,Her enthusiasm for the project was equally matched by her dedication.,Her enthusiasm for the project was not more matched by her dedication.,Her enthusiasm for the project was more matched by her dedication.
equally,more,B,The results of the experiment were equally significant for both researchers.,The results of the experiment were not more significant for both researchers.,The results of the experiment were more significant for both researchers.
equally,more,B,They received equally high ratings for their performances.,They did not receive more high ratings for their performances.,They received more high ratings for their performances.
equally,more,B,The budget allocated for the project was equally divided.,The budget allocated for the project was not more divided.,The budget allocated for the project was more divided.
equally,more,B,Her cooking skills are equally appreciated by everyone at the dinner.,Her cooking skills are not more appreciated by everyone at the dinner.,Her cooking skills are more appreciated by everyone at the dinner.
equally,more,B,The two methods yielded equally effective results.,The two methods did not yield more effective results.,The two methods yielded more effective results.
equally,more,B,The feedback from the customers was equally positive.,The feedback from the customers was not more positive.,The feedback from the customers was more positive.
equally,more,B,Their contributions to the project were equally valuable.,Their contributions to the project were not more valuable.,Their contributions to the project were more valuable.
equally,more,B,The two athletes trained equally hard for the competition.,The two athletes did not train more hard for the competition.,The two athletes trained more hard for the competition.
equally,more,B,The presentations were equally engaging for the audience.,The presentations were not more engaging for the audience.,The presentations were more engaging for the audience.
equally,more,B,The service provided was equally satisfactory for all customers.,The service provided was not more satisfactory for all customers.,The service provided was more satisfactory for all customers.
equally,more,B,The two approaches were equally effective in solving the problem.,The two approaches were not more effective in solving the problem.,The two approaches were more effective in solving the problem.
equally,more,B,She felt equally tired after running the marathon.,She did not feel more tired after running the marathon.,She felt more tired after running the marathon.
equally,more,B,The cake was equally delicious as the pie.,The cake was not more delicious than the pie.,The cake was more delicious than the pie.
equally,more,B,The team played equally hard throughout the match.,The team did not play more hard throughout the match.,The team played more hard throughout the match.
equally,more,B,The two paintings are equally beautiful.,The two paintings are not more beautiful.,The two paintings are more beautiful.
equally,more,B,He spoke equally clearly during the presentation.,He did not speak more clearly during the presentation.,He spoke more clearly during the presentation.
equally,more,B,The results were equally surprising for everyone.,The results were not more surprising for everyone.,The results were more surprising for everyone.
equally,more,B,They arrived at the conclusion equally quickly.,They did not arrive at the conclusion more quickly.,They arrived at the conclusion more quickly.
equally,more,B,Her grades were equally impressive this semester.,Her grades were not more impressive this semester.,Her grades were more impressive this semester.
equally,more,B,The event was equally enjoyable for all participants.,The event was not more enjoyable for all participants.,The event was more enjoyable for all participants.
equally,more,B,The instructions were equally clear to everyone.,The instructions were not more clear to everyone.,The instructions were more clear to everyone.
equally,more,B,The workout was equally challenging for the group.,The workout was not more challenging for the group.,The workout was more challenging for the group.
equally,more,B,The movie was equally entertaining as the book.,The movie was not more entertaining than the book.,The movie was more entertaining than the book.
equally,more,B,The flowers bloomed equally beautifully in spring.,The flowers did not bloom more beautifully in spring.,The flowers bloomed more beautifully in spring.
equally,more,B,The conference was equally informative for attendees.,The conference was not more informative for attendees.,The conference was more informative for attendees.
equally,more,B,The performance was equally captivating for the audience.,The performance was not more captivating for the audience.,The performance was more captivating for the audience.
equally,more,B,Their friendship felt equally strong over the years.,Their friendship did not feel more strong over the years.,Their friendship felt more strong over the years.
equally,more,B,The products are equally effective for skincare.,The products are not more effective for skincare.,The products are more effective for skincare.
equally,more,B,The feedback was equally positive from all customers.,The feedback was not more positive from all customers.,The feedback was more positive from all customers.
equally,more,B,Their laughter sounded equally genuine.,Their laughter did not sound more genuine.,Their laughter sounded more genuine.
few,none,B,There are few clouds in the sky today.,There are some clouds in the sky today.,There are none clouds in the sky today.
few,none,B,I found few options for my vacation.,I found some options for my vacation.,I found no options for my vacation.
few,none,B,There are few players left in the game.,There are some players left in the game.,There are none players left in the game.
few,none,B,We have few volunteers for the event.,We have some volunteers for the event.,We have no volunteers for the event.
few,none,B,I received few replies to my invitation.,I received some replies to my invitation.,I received no replies to my invitation.
few,none,B,There are few options left for dinner.,There are some options left for dinner.,There are none options left for dinner.
few,none,B,There are few tickets available for the show.,There are some tickets available for the show.,There are none tickets available for the show.
few,none,B,There are few issues we need to address.,There are some issues we need to address.,There are none issues we need to address.
few,none,B,I saw few friends at the party.,I saw some friends at the party.,I saw no friends at the party.
few,none,B,There are few tasks left to complete.,There are some tasks left to complete.,There are none tasks left to complete.
few,none,B,I have few friends in the city.,I have some friends in the city.,I have no friends in the city.
few,none,B,There are few plants in the garden.,There are some plants in the garden.,There are none plants in the garden.
few,none,B,There are few opportunities for advancement here.,There are some opportunities for advancement here.,There are none opportunities for advancement here.
few,none,B,I have few suggestions for improvement.,I have some suggestions for improvement.,I have no suggestions for improvement.
few,none,B,There are few options for dessert.,There are some options for dessert.,There are none options for dessert.
few,none,B,I have few ideas for the project.,I have some ideas for the project.,I have no ideas for the project.
few,none,B,There are few chairs available in the room.,There are some chairs available in the room.,There are none chairs available in the room.
few,none,B,I have few connections in the industry.,I have some connections in the industry.,I have no connections in the industry.
few,none,B,There are few stories that interest me.,There are some stories that interest me.,There are none stories that interest me.
few,none,B,There are few buses running today.,There are some buses running today.,There are none buses running today.
few,none,B,There are few shops open on Sundays.,There are some shops open on Sundays.,There are none shops open on Sundays.
few,none,B,I have few memories from my childhood.,I have some memories from my childhood.,I have no memories from my childhood.
few,none,B,There are few languages spoken in this region.,There are some languages spoken in this region.,There are none languages spoken in this region.
few,none,B,There are few prizes awarded in this competition.,There are some prizes awarded in this competition.,There are none prizes awarded in this competition.
few,none,B,I received few compliments on my presentation.,I received some compliments on my presentation.,I received no compliments on my presentation.
few,none,B,There are few ingredients needed for this recipe.,There are some ingredients needed for this recipe.,There are none ingredients needed for this recipe.
few,none,B,I have few regrets about my decision.,I have some regrets about my decision.,I have no regrets about my decision.
few,none,B,There are few gifts under the tree.,There are some gifts under the tree.,There are none gifts under the tree.
few,none,B,There are few options for online courses.,There are some options for online courses.,There are none options for online courses.
few,none,B,There are few workshops scheduled for this month.,There are some workshops scheduled for this month.,There are none workshops scheduled for this month.
few,none,B,There are few events planned for the festival.,There are some events planned for the festival.,There are none events planned for the festival.
few,none,B,I have few tasks on my to-do list.,I have some tasks on my to-do list.,I have no tasks on my to-do list.
few,none,B,There are few friends in my neighborhood.,There are some friends in my neighborhood.,There are none friends in my neighborhood.
few,none,B,There are few guests at the party.,There are some guests at the party.,There are none guests at the party.
few,none,B,Few children enjoy hiking in the rain.,Some children enjoy hiking in the rain.,None children enjoy hiking in the rain.
few,none,B,She has few options for dinner tonight.,She has some options for dinner tonight.,She has none options for dinner tonight.
few,none,B,There are few trees in the park.,There are some trees in the park.,There are none trees in the park.
few,none,B,She received few emails today.,She received some emails today.,She received none emails today.
few,none,B,The movie had few good reviews.,The movie had some good reviews.,The movie had none good reviews.
few,none,B,He found few coins in the fountain.,He found some coins in the fountain.,He found none coins in the fountain.
few,none,B,Few teams made it to the finals.,Some teams made it to the finals.,None teams made it to the finals.
few,none,B,There are few mistakes in your report.,There are some mistakes in your report.,There are none mistakes in your report.
few,none,B,He has few friends in the new city.,He has some friends in the new city.,He has none friends in the new city.
few,none,B,There are few videos available on the topic.,There are some videos available on the topic.,There are none videos available on the topic.
few,none,B,Few pets are allowed in the building.,There are some pets allowed in the building.,There are none pets allowed in the building.
few,none,B,Few students showed interest in the new course.,Some students showed interest in the new course.,None students showed interest in the new course.
few,none,B,He received few compliments on his presentation.,He received some compliments on his presentation.,He received none compliments on his presentation.
few,none,B,There are few options on the menu.,There are some options on the menu.,There are none options on the menu.
few,none,B,There are few options available for dinner.,There are some options available for dinner.,There are none options available for dinner.
few,none,B,Few students completed the extra credit assignment.,Some students completed the extra credit assignment.,None students completed the extra credit assignment.
few,none,B,She has few friends in the city.,She has some friends in the city.,She has none friends in the city.
few,none,B,There are few books on the shelf.,There are some books on the shelf.,There are none books on the shelf.
few,none,B,Few people attended the meeting last night.,Some people attended the meeting last night.,None people attended the meeting last night.
few,none,B,I found few errors in the report.,I found some errors in the report.,I found none errors in the report.
few,none,B,There are few challenges in this project.,There are some challenges in this project.,There are none challenges in this project.
few,none,B,Few animals appeared at the shelter today.,Some animals appeared at the shelter today.,None animals appeared at the shelter today.
few,none,B,I received few responses to my invitation.,I received some responses to my invitation.,I received none responses to my invitation.
few,none,B,There are few items left in the warehouse.,There are some items left in the warehouse.,There are none items left in the warehouse.
few,none,B,Few athletes qualified for the finals.,Some athletes qualified for the finals.,None athletes qualified for the finals.
few,none,B,The store has few sales this week.,The store has some sales this week.,The store has none sales this week.
few,none,B,Few messages were left on my voicemail.,Some messages were left on my voicemail.,None messages were left on my voicemail.
few,none,B,There are few interesting films playing at the cinema.,There are some interesting films playing at the cinema.,There are none interesting films playing at the cinema.
few,none,B,Few tourists visited the museum during the off-season.,Some tourists visited the museum during the off-season.,None tourists visited the museum during the off-season.
few,none,B,I have few suggestions for the project.,I have some suggestions for the project.,I have none suggestions for the project.
few,none,B,Few volunteers signed up for the event.,Some volunteers signed up for the event.,None volunteers signed up for the event.
few,none,B,There are few seats left in the auditorium.,There are some seats left in the auditorium.,There are none seats left in the auditorium.
few,none,B,Few children showed interest in the program.,Some children showed interest in the program.,None children showed interest in the program.
few,none,B,I think there are few advantages to this plan.,I think there are some advantages to this plan.,I think there are none advantages to this plan.
few,none,B,There are few students in the class who enjoy reading.,There are some students in the class who enjoy reading.,There are none of the students in the class who enjoy reading.
few,none,B,The museum has few exhibits featuring contemporary art.,The museum does not have some exhibits featuring contemporary art.,The museum has none of the exhibits featuring contemporary art.
few,none,B,Few people showed up to the event last night.,Some people showed up to the event last night.,None of the people showed up to the event last night.
few,none,B,There are few options available for lunch today.,There are some options available for lunch today.,There are none of the options available for lunch today.
few,none,B,The store has few items left in stock.,The store does not have some items left in stock.,The store has none of the items left in stock.
few,none,B,There are few students interested in joining the robotics club.,There are some students interested in joining the robotics club.,There are none of the students interested in joining the robotics club.
few,none,B,He had few options available to him for the job application.,He had some options available to him for the job application.,He had none of the options available to him for the job application.
few,none,B,The recipe calls for few ingredients to prepare the dish.,The recipe does not call for some ingredients to prepare the dish.,The recipe calls for none of the ingredients to prepare the dish.
few,none,B,She received few invitations to the event this year.,She did not receive some invitations to the event this year.,She received none of the invitations to the event this year.
few,none,B,There are few challenges left to complete the project.,There are some challenges left to complete the project.,There are none of the challenges left to complete the project.
few,none,B,There are few apples left in the basket.,There are some apples left in the basket.,There are none apples left in the basket.
few,none,B,There are few options available for the project.,There are some options available for the project.,There are none options available for the project.
few,none,B,The team received few suggestions for improvement.,The team received some suggestions for improvement.,The team received none suggestions for improvement.
few,none,B,Few volunteers showed up for the community event.,Some volunteers showed up for the community event.,None volunteers showed up for the community event.
few,none,B,I found few books that interested me at the library.,I found some books that interested me at the library.,I found none books that interested me at the library.
few,none,B,There are few options available for dessert at the café.,There are none options available for dessert at the café.,There are none options available for dessert at the café.
few,none,B,Few people attended the concert last night.,There were some people who attended the concert last night.,There are none people who attended the concert last night.
few,none,B,She received few messages on her birthday.,She received some messages on her birthday.,She received none messages on her birthday.
few,none,B,There are few birds in the tree outside my window.,There are some birds in the tree outside my window.,There are none birds in the tree outside my window.
few,none,B,Few students passed the difficult exam this year.,Some students passed the difficult exam this year.,None students passed the difficult exam this year.
few,none,B,I found few mistakes in your report.,I found some mistakes in your report.,I found none mistakes in your report.
few,none,B,There are few birds in the park today.,There are some birds in the park today.,There are none of the birds in the park today.
few,none,B,Few students attended the lecture this morning.,Some students attended the lecture this morning.,None of the students attended the lecture this morning.
few,none,B,I have few options for dinner tonight.,I have some options for dinner tonight.,I have none of the options for dinner tonight.
few,none,B,There are few cookies left in the jar.,There are some cookies left in the jar.,There are none of the cookies left in the jar.
few,none,B,Few people showed up for the meeting yesterday.,Some people showed up for the meeting yesterday.,None of the people showed up for the meeting yesterday.
few,none,B,There are few stars visible tonight.,There are some stars visible tonight.,There are none of the stars visible tonight.
few,none,B,Few players scored in the last game.,Some players scored in the last game.,None of the players scored in the last game.
few,none,B,There were few questions asked during the presentation.,There were some questions asked during the presentation.,There were none of the questions asked during the presentation.
few,none,B,She has few reasons to support the proposal.,She has some reasons to support the proposal.,She has none of the reasons to support the proposal.
few,none,B,There are few options available for this weekend.,There are some options available for this weekend.,There are none of the options available for this weekend.
few,none,B,I have few regrets about my decision.,I have some regrets about my decision.,I have none of the regrets about my decision.
hard,unsolvable,B,The math problem is hard for most students.,The math problem is not unsolvable for most students.,The math problem is unsolvable for most students.
hard,unsolvable,B,Climbing the mountain is hard for beginners.,Climbing the mountain is not unsolvable for beginners.,Climbing the mountain is unsolvable for beginners.
hard,unsolvable,B,This recipe is hard to follow without prior experience.,This recipe is not unsolvable to follow without prior experience.,This recipe is unsolvable to follow without prior experience.
hard,unsolvable,B,Passing this exam is hard for many students.,Passing this exam is not unsolvable for many students.,Passing this exam is unsolvable for many students.
hard,unsolvable,B,The puzzle is hard to complete without hints.,The puzzle is not unsolvable to complete without hints.,The puzzle is unsolvable to complete without hints.
hard,unsolvable,B,Understanding advanced physics is hard for freshmen.,Understanding advanced physics is not unsolvable for freshmen.,Understanding advanced physics is unsolvable for freshmen.
hard,unsolvable,B,Learning a new language is hard for some people.,Learning a new language is not unsolvable for some people.,Learning a new language is unsolvable for some people.
hard,unsolvable,B,The software is hard to navigate for new users.,The software is not unsolvable to navigate for new users.,The software is unsolvable to navigate for new users.
hard,unsolvable,B,This game is hard to win without strategy.,This game is not unsolvable to win without strategy.,This game is unsolvable to win without strategy.
hard,unsolvable,B,The homework was hard for the students to complete.,The homework was not unsolvable for the students to complete.,The homework was unsolvable for the students to complete.
hard,unsolvable,B,Finishing the project on time is hard for the team.,Finishing the project on time is not unsolvable for the team.,Finishing the project on time is unsolvable for the team.
hard,unsolvable,B,Finding a solution to this problem is hard.,Finding a solution to this problem is not unsolvable.,Finding a solution to this problem is unsolvable.
hard,unsolvable,B,The exercise routine is hard to maintain consistently.,The exercise routine is not unsolvable to maintain consistently.,The exercise routine is unsolvable to maintain consistently.
hard,unsolvable,B,Solving the riddle is hard without clues.,Solving the riddle is not unsolvable without clues.,Solving the riddle is unsolvable without clues.
hard,unsolvable,B,The art project is hard to finish in one day.,The art project is not unsolvable to finish in one day.,The art project is unsolvable to finish in one day.
hard,unsolvable,B,The negotiation process is hard for inexperienced negotiators.,The negotiation process is not unsolvable for inexperienced negotiators.,The negotiation process is unsolvable for inexperienced negotiators.
hard,unsolvable,B,The choreographed dance is hard to learn quickly.,The choreographed dance is not unsolvable to learn quickly.,The choreographed dance is unsolvable to learn quickly.
hard,unsolvable,B,The strategy to win the match is hard to devise.,The strategy to win the match is not unsolvable to devise.,The strategy to win the match is unsolvable to devise.
hard,unsolvable,B,The science experiment is hard to conduct without proper equipment.,The science experiment is not unsolvable to conduct without proper equipment.,The science experiment is unsolvable to conduct without proper equipment.
hard,unsolvable,B,The book is hard to read due to its complexity.,The book is not unsolvable to read due to its complexity.,The book is unsolvable to read due to its complexity.
hard,unsolvable,B,Finding a parking spot in the city is hard on weekends.,Finding a parking spot in the city is not unsolvable on weekends.,Finding a parking spot in the city is unsolvable on weekends.
